Group number,Relative Separation [kpc],Relative Velocity [km/s],Pair Type
7706.0,235.88714919640185,89.02983680338703,Minor
7751.0,276.56697180417683,52.506745635820174,Minor
7778.0,155.8936854510099,81.74771538516454,Minor
7816.0,250.77130515266583,39.065936582559345,Minor
7843.0,67.20765059166122,98.19954746517067,Minor
7977.0,153.57826463094955,135.4409450360857,Minor
7990.0,51.88868684233116,98.74819270249264,Minor
7996.0,36.50792256021023,86.14225034971895,Minor
8010.0,186.10219596355898,67.34908313368354,Minor
8019.0,115.60236144949296,96.71946752513966,Minor
8142.0,154.50545211229797,82.30836547394436,Minor
8166.0,144.63552791888407,84.22176345688963,Minor
8169.0,54.81037826541738,106.00940107362578,Minor
8174.0,116.71755465770144,86.27993125665044,Minor
8251.0,291.2333660351998,58.3212380093219,Minor
8265.0,229.69661629934566,48.42782735913034,Minor
8320.0,237.18650062791434,63.623395837692684,Minor
8360.0,137.69080109626987,83.57530481659464,Minor
8375.0,114.72906376071604,91.73406158586924,Minor
8377.0,214.59292428156007,70.58370714784996,Minor
8436.0,160.28287154459437,66.41551944450988,Minor
8716.0,89.01568578771912,95.51790565456595,Minor
8731.0,194.69248463660225,54.84241685047875,Minor
8972.0,225.66306712840594,58.163221768601545,Minor
9096.0,155.59868538517318,67.07955588897035,Minor
9154.0,85.19881680929286,74.84640735010083,Minor
9179.0,126.2088572322011,74.11884665835198,Minor
9210.0,167.60129825194082,74.06006685372174,Minor
9660.0,116.61790377857815,74.0452845946949,Minor
9661.0,28.177190347118962,82.31845304652738,Minor
9758.0,61.859357588341595,23.112048091013893,Minor
9949.0,181.27925931901592,54.01024369749519,Minor
10243.0,14.24459580575263,101.86997554022336,Minor
11549.0,64.10119761941212,59.72816209205911,Minor
11597.0,27.104117949721832,69.6238725176669,Minor
2866.0,265.2504485311102,141.46500373276325,Major
3359.0,251.7040328400699,45.02371742299354,Major
3373.0,467.28298325654606,164.28618033226059,Major
3417.0,261.521357726083,115.7365023964589,Major
3585.0,293.3616923505422,73.94719621617153,Major
3740.0,368.2352166145453,277.71565331490433,Major
3806.0,361.30352356869093,205.94437079919436,Major
4072.0,323.00386423652105,76.773797461872,Major
4101.0,307.0732407392176,180.84740973762143,Major
4111.0,353.5617346297942,38.90540201401727,Major
4188.0,332.1444207944453,62.76980248442064,Major
4191.0,365.04234193310526,139.04432251045424,Major
4297.0,300.7923987384385,126.07071354865617,Major
4426.0,314.95010431441085,119.18009935149927,Major
4475.0,181.76731859278829,99.45207295347942,Major
4558.0,319.34433482546746,134.737241253534,Major
4567.0,471.7660639571616,56.50961361015239,Major
4612.0,488.79213335913687,71.44576512829516,Major
4624.0,371.42709188542733,65.17723077796182,Major
4657.0,235.56371071639867,82.72663795960968,Major
4667.0,303.6590310521739,215.11090002449257,Major
4670.0,279.41865980126823,765.1388575956844,Major
4686.0,139.18785496309945,84.75473033063908,Major
4720.0,253.14609777869077,57.90486426293609,Major
4758.0,386.0005042483986,115.52533383939819,Major
4817.0,262.0434425553493,154.1711008600693,Major
4826.0,311.23352290015424,85.67770709930228,Major
4836.0,309.1610313097135,396.5135507522899,Major
4872.0,238.75070043394098,97.32067924269784,Major
4893.0,275.35838275212217,77.42138311570888,Major
4914.0,297.2771908895767,14.056671789159658,Major
4919.0,327.2108790992526,126.13163777661264,Major
4935.0,213.93900469532497,135.73695096042434,Major
4940.0,356.87744786316847,151.58867667043756,Major
4976.0,310.1500596215688,73.12717368369081,Major
4990.0,108.75611408141354,186.97948129903978,Major
5011.0,242.1449207117482,180.76752724954605,Major
5043.0,328.65743549902453,82.89494478675239,Major
5129.0,220.96675265161662,247.33970671408613,Major
5152.0,272.7905571092921,179.46689072149493,Major
5173.0,255.00914680281952,75.75034820983939,Major
5207.0,155.63432318542647,110.32862097967066,Major
5216.0,312.81953221148905,67.55440200526554,Major
5222.0,156.8788333770728,140.461578129315,Major
5317.0,168.5982950863435,118.92408245499787,Major
5327.0,137.43405910631458,91.4751430145473,Major
5368.0,354.7751722945244,80.32948757839583,Major
5438.0,262.4194119806714,82.03367890974802,Major
5451.0,268.45942494470296,69.18949751055258,Major
5455.0,194.15623198259044,60.92226346781279,Major
5485.0,205.8634284716555,81.09673339954045,Major
5527.0,262.5820414652502,93.9408292994859,Major
5579.0,86.47352068569509,51.81454221571906,Major
5599.0,187.52948259474232,89.20763785588882,Major
5645.0,196.21957914064666,42.09251928225707,Major
5904.0,220.7230067815702,121.68277029046486,Major
5971.0,209.53491359750961,75.49587187567906,Major
6154.0,208.87060250478234,83.32732490244756,Major
6161.0,179.76557938725247,102.19095763064823,Major
6187.0,157.8891237038047,45.04512597362514,Major
6195.0,80.7192235090034,97.36936318924249,Major
6238.0,234.0474082977379,66.46008251969774,Major
6322.0,183.80563321870198,85.92937982580712,Major
6335.0,186.66089193804976,94.69949813714352,Major
6342.0,66.22050094761138,45.79099219474392,Major
6420.0,47.817308700641306,70.72992652971385,Major
6421.0,297.34545761808926,64.76445389916573,Major
6464.0,288.4242601837362,53.71249420038739,Major
6533.0,243.23912258944966,64.45681092812174,Major
6534.0,155.32926670004383,86.9332425775527,Major
6537.0,335.6730071892999,139.23954503871056,Major
6567.0,301.6118858886824,66.628091043311,Major
6574.0,49.24851932504712,67.38452594701691,Major
6605.0,69.40650266831872,78.05273068639221,Major
6627.0,232.99578826363228,114.31957993507136,Major
6666.0,248.3015139286169,70.21537812612335,Major
6709.0,78.9793557246843,55.85895536976874,Major
6747.0,272.9733803078512,68.14620872034412,Major
6785.0,370.6068430741586,112.74584615245561,Major
6835.0,208.71063349283554,595.7959074344748,Major
6882.0,250.18604173887468,68.94323821317785,Major
6966.0,63.69586890078482,16.148164611055453,Major
6995.0,226.72785784255032,318.5259737645965,Major
7005.0,50.78107465811301,47.03401652624532,Major
7039.0,289.0505202409691,63.89197007518938,Major
7110.0,96.46403288591618,222.67229031466908,Major
7163.0,293.1123976061267,71.21002458004472,Major
7166.0,53.23752444586629,51.884796981155404,Major
7183.0,233.32499061979152,112.46750636824567,Major
7224.0,125.47239915045036,90.47932218218935,Major
7271.0,47.75982289020347,65.60615676231768,Major
7280.0,96.54866711718553,19.661148198846348,Major
7298.0,267.72320103358834,91.31559995939551,Major
7336.0,87.68573392239882,27.913760971652863,Major
7390.0,281.5317776195897,85.50914071894816,Major
7472.0,76.33982374147939,73.00144452286261,Major
7527.0,25.309800289030242,62.81186510103925,Major
7672.0,71.47605709859822,45.44309266323497,Major
7683.0,38.14521845476092,61.84988999205379,Major
7861.0,137.70475553492065,62.018002437262346,Major
7937.0,90.88821525199845,50.298200737154936,Major
7970.0,30.714870691276477,80.97856471178282,Major
7978.0,76.02671287608797,82.82595383048101,Major
8054.0,189.29436194685096,64.85865522823077,Major
8068.0,258.52060683698807,54.2751360535562,Major
8072.0,60.976914197645385,83.67822313345941,Major
8133.0,339.0936630784343,51.341471529924014,Major
8135.0,183.0644932682766,73.31304830253394,Major
8147.0,35.734841067716054,48.733730460489305,Major
8175.0,66.29455938862671,76.96250576782872,Major
8239.0,50.75499715143269,11.505667400296993,Major
8256.0,264.10306713593263,49.392516723463906,Major
8309.0,39.11475979492838,61.52743145804971,Major
8343.0,24.093518175743277,46.45272221451032,Major
8369.0,66.56672223994593,74.27426347694936,Major
8455.0,166.47620971250996,77.24545605449774,Major
8479.0,47.64806329238844,42.24760693820636,Major
8537.0,219.57332115670678,59.504783054213476,Major
8539.0,250.398499331463,61.943445599607834,Major
8562.0,96.99748773121688,90.1325098201134,Major
8729.0,150.91713900263557,92.56567285998597,Major
8749.0,52.80561429644485,16.353304439498338,Major
8795.0,83.8156002877705,15.42632324707869,Major
8817.0,48.1991300054873,29.19942393245584,Major
8854.0,127.5541474986742,61.839617959714104,Major
8905.0,64.68814199068473,41.11003692987903,Major
9080.0,21.413629223192856,32.87261219106866,Major
9118.0,17.365891270271643,37.47275043615063,Major
9122.0,225.36180762076134,52.77469906726724,Major
9293.0,91.944251187994,82.28745961345622,Major
9327.0,64.54968238086097,15.007514280516977,Major
9427.0,51.863576776867184,56.37143453584745,Major
9513.0,141.47061784494343,83.52375463079282,Major
9521.0,43.36035195828376,50.00361491953704,Major
9551.0,25.887231920292667,43.08065472332006,Major
9711.0,76.43399670375645,29.609824827285962,Major
9804.0,83.25847374631039,65.29567235608425,Major
9816.0,111.54092327810613,61.08978662753138,Major
10219.0,45.264299905585226,45.99513071187276,Major
10232.0,25.689106141150713,31.545666180429276,Major
10536.0,10.742529771905753,85.93130328078927,Major
10571.0,68.41307218690974,59.63540516223926,Major
11059.0,28.778304620734662,42.880106722771764,Major
11154.0,57.822079835515275,55.7335644325552,Major
11211.0,45.20241019710599,45.490814263570456,Major
11632.0,66.32736336703505,21.503178310499134,Major
11949.0,19.825945565266693,50.70361221550805,Major
12262.0,30.2071065550863,19.21703844223198,Major
12399.0,40.971710101402714,49.490420158571474,Major
12542.0,13.877034842478807,63.30972695988843,Major
12722.0,29.415614975564477,45.862862872865726,Major
12938.0,29.933698486781093,77.06579748987656,Major
13372.0,22.802579176025855,31.921562168262806,Major
13949.0,16.370918339946382,34.12357374853117,Major
14779.0,15.651795940066908,68.08880578837963,Major
2967.0,377.76569492445793,116.20270259213532,Minor
3206.0,363.07349258423096,441.76166930985823,Minor
3504.0,560.7833775508557,206.74950573026888,Minor
4037.0,349.9423098575527,120.81702589952104,Minor
4147.0,493.17214845357245,22.057203351073543,Minor
4200.0,278.46327564035863,95.18665037403669,Minor
4272.0,314.72965099844953,59.617960468798124,Minor
4312.0,270.54014009608983,73.68169153886966,Minor
4357.0,417.4351713601314,335.1905179647314,Minor
4372.0,308.45337830007384,61.04847621609666,Minor
4418.0,191.79570655139779,129.93200315007115,Minor
4555.0,272.4208272417894,125.65318405024225,Minor
4635.0,521.1522997346704,73.43716366875468,Minor
4704.0,177.5792089712257,134.99011500811037,Minor
4773.0,271.2759145351303,88.28630516827606,Minor
4842.0,172.86705869507213,77.98986754565749,Minor
4936.0,277.39659053068686,111.59446795803868,Minor
4970.0,112.5334199454158,191.7586990243529,Minor
5060.0,112.08172476809135,181.07866465818148,Minor
5101.0,282.0249202713515,153.39962098469192,Minor
5153.0,261.5278984893607,97.72783329143256,Minor
5211.0,219.86408569959903,110.0208986287582,Minor
5220.0,192.25842409389648,173.58163501412906,Minor
5258.0,255.14580681494604,96.99283312011437,Minor
5271.0,249.8604770367191,87.00894563576927,Minor
5279.0,66.43331360553928,57.03359854354931,Minor
5312.0,209.79935549513908,82.50086859149782,Minor
5331.0,312.3234610742033,42.33946704294973,Minor
5351.0,302.8620894500244,75.85396009071255,Minor
5364.0,245.6876378587086,94.16440169190388,Minor
5390.0,240.94202754545879,51.01186834316204,Minor
5410.0,191.42860516163873,96.98988963929929,Minor
5417.0,210.73192719378986,85.38966681503162,Minor
5496.0,223.89701910805,98.48175999858275,Minor
5524.0,224.5326479986672,118.29193718454586,Minor
5547.0,415.26455557075747,209.16876730006672,Minor
5670.0,202.82437236023304,61.383872602171984,Minor
5708.0,184.7524868746522,89.04762923848155,Minor
5726.0,276.1566692964053,75.82726539050469,Minor
5770.0,135.6744916519836,101.17028699630261,Minor
5775.0,286.33254418460945,146.94099082049266,Minor
5782.0,320.6990020900199,66.9467740943006,Minor
5790.0,345.64783344868715,56.54515838907432,Minor
5802.0,310.3251106194962,70.79021075612593,Minor
5813.0,154.20705242927454,431.253009580881,Minor
5825.0,147.19028588262682,91.52676470127896,Minor
5934.0,227.3240032199827,142.65302083555122,Minor
5966.0,127.02150456789995,174.36830018535022,Minor
6015.0,150.24497446351526,162.58104485546556,Minor
6038.0,234.3232308092945,380.1363679085888,Minor
6060.0,254.958301233603,83.08275784424167,Minor
6084.0,226.6475398897014,46.91495308211774,Minor
6090.0,188.74523543473055,155.5044321789331,Minor
6093.0,255.2206832285165,62.48589275086799,Minor
6099.0,172.92519684510415,258.5046733169223,Minor
6108.0,177.53933158758431,77.93556979973508,Minor
6133.0,84.48396341335228,110.12025290100229,Minor
6138.0,253.9998891800934,312.7829202884425,Minor
6144.0,243.43047550249156,113.00776391583129,Minor
6197.0,201.97396899668703,98.49135664277702,Minor
6241.0,223.16960442614013,101.45042103736704,Minor
6284.0,207.62699216514352,134.33802606327998,Minor
6382.0,293.54110302945656,175.4491795155824,Minor
6401.0,106.33591791980346,51.23805537766266,Minor
6406.0,306.38587265001337,73.38224190362179,Minor
6413.0,431.63415459745704,60.32731790503413,Minor
6508.0,283.60388990779,158.22999335890304,Minor
6527.0,221.4401547668613,79.08915031523219,Minor
6565.0,284.6022516585924,250.78344388704045,Minor
6570.0,120.8560358452226,92.16039897056042,Minor
6592.0,80.82967251896102,99.0566386547024,Minor
6628.0,142.11714758814244,94.92741545251005,Minor
6762.0,97.56490206496645,92.32120741676532,Minor
6833.0,200.4856940167863,104.44635970465993,Minor
6842.0,154.31379931222455,65.66612402060325,Minor
6915.0,113.6116757472445,120.30131298660824,Minor
6920.0,260.94196250204106,73.73415138100091,Minor
6939.0,208.5414814451947,71.42118043171342,Minor
6946.0,51.781096046809516,92.34123349628233,Minor
6953.0,49.11314893418197,100.20232843488773,Minor
6967.0,91.13843400256376,92.10229135131141,Minor
6992.0,247.32558594048618,79.73323090869441,Minor
7002.0,87.94517991367498,104.1686625099806,Minor
7009.0,71.71774935480914,67.48069150974608,Minor
7034.0,77.92128162338925,52.89568016532896,Minor
7056.0,199.43686961065288,193.84170219630585,Minor
7129.0,199.06134280394494,78.33942484658355,Minor
7159.0,64.30022502396275,308.0026858064904,Minor
7177.0,50.018153932975586,40.44634247165578,Minor
7181.0,269.51893317771123,70.92897724802143,Minor
7199.0,60.282327127021254,49.14080735344401,Minor
7262.0,223.94509526501454,64.97016183165412,Minor
7283.0,218.2724851598813,64.04242446507821,Minor
7294.0,80.83343840009482,96.32302861881901,Minor
7302.0,239.94286513268003,65.66329996923979,Minor
7338.0,175.55480774206035,69.85285291699063,Minor
7368.0,198.95908030982739,57.36330608228155,Minor
7373.0,92.14675083071904,72.08984882366342,Minor
7407.0,226.6196453273652,53.79692851699394,Minor
7409.0,140.3506214377661,137.39252759161704,Minor
7433.0,135.287806392059,816.2819342929729,Minor
7462.0,123.60154985103426,27.412630129320277,Minor
7504.0,109.05736826693787,79.97032355627287,Minor
7571.0,155.81610466995858,73.65822202666466,Minor
7587.0,275.41025871523016,73.2830186272674,Minor
7601.0,68.41147642687278,106.85403651408271,Minor
7619.0,232.6304163489189,88.85204506413936,Minor
7625.0,205.26450685859825,66.43498427949528,Minor
7640.0,83.74738131004173,109.56207653734644,Minor
7660.0,187.36387195071643,70.82704345526464,Minor
7681.0,42.857295602177985,85.97749411704294,Minor
7722.0,143.66720103253675,86.40184824120524,Minor
7756.0,247.86918524477974,39.000739017130044,Minor
7795.0,48.22937513305468,103.25412299990697,Minor
7809.0,174.75631951817988,43.700872398441206,Minor
7932.0,34.15353614489326,85.73820144671723,Minor
7933.0,100.89384184404948,97.11454042906196,Minor
7938.0,33.36530852523959,106.69680733743353,Minor
